Row Labels,Sum of humidity,Sum of meantemp,Sum of wind_speed
18/11/2014,53,17.625,2.0875
19/11/2014,58.125,17.5,1.1625
20/11/2014,54.625,20.375,3.025
21/11/2014,62.125,18.25,3.2375
22/11/2014,58.875,19.875,1.625
23/11/2014,57.375,17.125,1.3875
24/11/2014,52.25,16.875,4.175
25/11/2014,51.5,16.5,2.55
26/11/2014,51,19.625,5.55
27/11/2014,63.875,18.125,0
28/11/2014,67.375,19.375,0
29/11/2014,67.625,20.25,0
30/11/2014,54.75,19.75,2.55
1/12/2014,42.625,20,8.8
2/12/2014,47.625,21.375,7.875
3/12/2014,66.57142857,25,11.37142857
4/12/2014,68.875,21.25,4.8625
5/12/2014,59.875,17.75,2.55
6/12/2014,48.875,18.25,4.8625
7/12/2014,48.375,17.25,4.8625
8/12/2014,49.875,17,2.775
9/12/2014,67.57142857,15.28571429,0
10/12/2014,65.5,21.5,4.8625
11/12/2014,70.5,19.625,3.25
12/12/2014,65.625,17.5,0.4625
13/12/2014,71.875,16,8.8
14/12/2014,86.625,16.875,3.95
15/12/2014,75.75,16.625,2.325
16/12/2014,72.375,17.75,7.425
17/12/2014,72.125,12.875,6.4875
18/12/2014,79.75,11.75,3.0125
19/12/2014,81.75,11.75,0.4625
20/12/2014,77,11.25,5.8
21/12/2014,79.125,9.5,0.925
22/12/2014,85,9.375,1.3875
23/12/2014,78.625,9.625,1.625
24/12/2014,83,9.875,3.475
25/12/2014,81.125,9.25,8.1
26/12/2014,77,10.75,7.6375
27/12/2014,69,10.375,2.775
28/12/2014,86,9,0.7
29/12/2014,72.625,11.125,1.3875
30/12/2014,70.625,11.625,2.55
31/12/2014,67.125,12.375,2.7875
1/1/2015,72,14.75,0.925
2/1/2015,96.625,14.875,3.0125
3/1/2015,92,15.125,0.925
4/1/2015,78.75,14.125,9.5125
5/1/2015,69.375,14,15.05
6/1/2015,79.875,12,4.4
7/1/2015,86,9.625,3.9375
8/1/2015,87.875,10,3.4875
9/1/2015,80.625,10.625,1.625
10/1/2015,73.125,11.125,4.4125
11/1/2015,80.75,11,4.8625
12/1/2015,79.5,10.625,0.925
13/1/2015,77.875,12.25,4.875
14/1/2015,82.25,12,5.1
15/1/2015,79.125,12.375,0.925
16/1/2015,78.125,13,4.6375
17/1/2015,76.625,13.5,1.8625
18/1/2015,73.875,13,2.55
19/1/2015,78,13.75,1.85
20/1/2015,74.375,13.375,7.1875
21/1/2015,73.375,13.25,3.7
22/1/2015,94.125,12.625,3.2375
23/1/2015,85,14.625,1.1625
24/1/2015,86.25,12.375,9.7375
25/1/2015,77.75,13.25,4.1625
26/1/2015,88.125,13.75,0.925
27/1/2015,74.25,13.25,5.3375
28/1/2015,67,11.71428571,27.775
29/1/2015,67.5,11.5,3.9375
30/1/2015,56.125,12.75,12.0375
31/1/2015,57.625,13.75,9.025
1/2/2015,65.25,15,5.1
2/2/2015,63.875,17.375,11.8125
3/2/2015,71.25,16.75,7.175
4/2/2015,81.125,14.625,9.25
5/2/2015,62.875,14.625,7.4
6/2/2015,62.625,15.125,3.0125
7/2/2015,67.625,15.875,1.85
8/2/2015,63.875,16.625,4.4125
9/2/2015,63.5,16.875,5.55
10/2/2015,64,15.75,4.625
11/2/2015,66.625,16,1.85
12/2/2015,69.625,15.5,6.025
13/2/2015,59,17.25,6.725
14/2/2015,63.125,19.375,4.1625
15/2/2015,70.125,18.875,1.3875
16/2/2015,71.25,20.625,10.425
17/2/2015,72.57142857,21.14285714,5.028571429
18/2/2015,72.875,21.25,5.1
19/2/2015,73.5,22.75,7.65
20/2/2015,67.125,22.75,7.1875
21/2/2015,63.5,21.875,11.3375
22/2/2015,58.85714286,22.14285714,14.8125
23/2/2015,74.375,21.5,3.025
24/2/2015,72.375,22.875,6.0375
25/2/2015,58.625,23.125,6.5
26/2/2015,34.375,20,6.7125
27/2/2015,43.125,19.25,5.8
28/2/2015,45.5,21.25,6.95
1/3/2015,92.75,17.375,14.8125
2/3/2015,89.875,17.5,6.725
3/3/2015,82.5,16.25,5.5625
4/3/2015,69.25,16.75,6.7125
5/3/2015,64,18.75,3.7
6/3/2015,62.375,20,5.0875
7/3/2015,80.375,18.375,4.175
8/3/2015,74.125,19.5,7.8875
9/3/2015,54.25,18.125,12.2625
10/3/2015,68.5,17.75,8.5625
11/3/2015,69.875,18.25,6.025
12/3/2015,63.375,20.5,5.325
13/3/2015,65.25,21.375,4.175
14/3/2015,64.625,21.5,7.875
15/3/2015,89.125,17.625,11.575
16/3/2015,81.85714286,19.85714286,8.5625
17/3/2015,70.375,20.875,13.2
18/3/2015,69.625,20.25,12.2625
19/3/2015,66,21.125,5.3375
20/3/2015,65.75,22.5,9.025
21/3/2015,60.5,24.875,5.7875
22/3/2015,64,25.125,10.2
23/3/2015,65.75,24.75,7.6375
24/3/2015,65.5,25.75,1.3875
25/3/2015,65.625,26.625,2.55
26/3/2015,54.375,28.5,9.2625
27/3/2015,51.375,27.375,7.65
28/3/2015,53.625,27,3.7125
29/3/2015,52.75,25,13.1875
30/3/2015,66.25,23.5,14.8125
31/3/2015,64.875,25.25,3.7
1/4/2015,59.71428571,26.42857143,6.7125
2/4/2015,45.28571429,28.71428571,10.175
3/4/2015,71.125,24.5,6.9625
4/4/2015,77.5,21,1.3875
5/4/2015,67.71428571,23.57142857,17.6
6/4/2015,60.125,25,2.775
7/4/2015,62.125,23.75,9.7375
8/4/2015,50.375,25.625,6.7125
9/4/2015,52.875,26,9.0375
10/4/2015,52.25,27.125,6.25
11/4/2015,44.875,28.25,8.1
12/4/2015,63,24.375,5.325
13/4/2015,70.875,24.75,6.95
14/4/2015,62.75,26.25,3.0125
15/4/2015,59.25,27.625,5.7875
16/4/2015,58.25,25.25,8.1125
17/4/2015,48.75,28.125,8.3375
18/4/2015,44.5,30.125,5.5625
19/4/2015,41,32.125,4.175
20/4/2015,37.875,32.875,7.1875
21/4/2015,28.5,31.75,11.1125
22/4/2015,30.25,30.75,11.35
23/4/2015,33,30.75,8.1
24/4/2015,39.5,31.125,2.55
25/4/2015,43.125,30.5,12.975
26/4/2015,51.125,28.75,15.7375
27/4/2015,53,30.125,17.5875
28/4/2015,48.25,31,12.5125
29/4/2015,47.25,31.25,9.025
30/4/2015,44.75,32.625,15.05
1/5/2015,43.5,31.25,5.3375
2/5/2015,40.25,30.125,4.4
3/5/2015,39.25,31,3.0125
4/5/2015,39.25,30.875,3.9375
5/5/2015,31.125,32.125,7.65
6/5/2015,22,34.125,11.3625
7/5/2015,13.42857143,35.42857143,15.34285714
8/5/2015,22.375,34.125,12.275
9/5/2015,27,35.125,8.3375
10/5/2015,25,35.125,6.9625
11/5/2015,32.625,34,10.8875
12/5/2015,46,33.125,6.0375
13/5/2015,61,27.75,6.7125
14/5/2015,49.625,29.625,4.4125
15/5/2015,52.125,28.5,7.175
16/5/2015,51.625,30,4.1625
17/5/2015,40.375,33.25,8.35
18/5/2015,35.75,35.375,5.5625
19/5/2015,44,31.5,14.8125
20/5/2015,31.625,33.125,14.6
21/5/2015,24.625,35.625,11.3375
22/5/2015,19.5,36.25,12.5125
23/5/2015,21.75,37.375,12.725
24/5/2015,29.25,36,5.1
25/5/2015,22.25,37.75,10.875
26/5/2015,26.625,35.25,17.125
27/5/2015,20.5,33.75,6.7125
28/5/2015,29.5,34.75,8.3375
29/5/2015,27.25,35.125,8.125
30/5/2015,38.75,32.25,12.2625
31/5/2015,25,34.25,14.5875
1/6/2015,41.75,29.375,12.5125
2/6/2015,39.25,31.625,8.575
3/6/2015,50.5,28.625,6.725
4/6/2015,48.375,31.875,4.8625
5/6/2015,39.875,32.625,6.0125
6/6/2015,39.75,33.375,7.8625
7/6/2015,36.25,35,7.175
8/6/2015,33,36.5,6.25
9/6/2015,23.875,37.625,18.75
10/6/2015,32.28571429,36.625,18.05
11/6/2015,34.75,35.625,18.2875
12/6/2015,34.625,35.875,12.7375
13/6/2015,48.125,31.125,10.1875
14/6/2015,77.625,27,3.95
15/6/2015,60.75,31,3.0125
16/6/2015,52.125,32.375,2.7875
17/6/2015,49.75,33.875,3.25
18/6/2015,45.125,35.125,3.0125
19/6/2015,46.75,35.875,8.575
20/6/2015,48.5,33.125,12.975
21/6/2015,63.625,30.375,8.1125
22/6/2015,59.5,32.125,4.4
23/6/2015,61.625,31.5,6.0125
24/6/2015,63.875,37.25,6.5
25/6/2015,82.75,26.625,6.2625
26/6/2015,54.25,31.125,11.5625
27/6/2015,48.25,32.625,14.1125
28/6/2015,47.5,34.25,9.0375
29/6/2015,56.625,31.125,11.5625
30/6/2015,58.625,30.875,9.9625
1/7/2015,53.25,32,4.175
2/7/2015,45.875,33.75,6.95
3/7/2015,49,33,14.35
4/7/2015,51.5,34.125,16.9
5/7/2015,47.28571429,35.71428571,14.01428571
6/7/2015,83.25,27.875,9.275
7/7/2015,86.125,28.125,1.85
8/7/2015,72,31.25,2.775
9/7/2015,77.25,29.625,2.55
10/7/2015,92.125,26.625,6.025
11/7/2015,98,25.5,3.2375
12/7/2015,94.75,25.5,7.425
13/7/2015,73.125,29.875,4.8625
14/7/2015,67.875,30.875,10.875
15/7/2015,52.875,33.375,17.1375
16/7/2015,61.375,31.75,13.4375
17/7/2015,75.625,30.75,4.4
18/7/2015,78.875,29.5,4.175
19/7/2015,70,30.125,0.7
20/7/2015,78,29.125,4.8625
21/7/2015,69.25,31.375,8.125
22/7/2015,64.125,32.25,7.875
23/7/2015,64.875,32.125,8.575
24/7/2015,64.75,32,6.7125
25/7/2015,71,30.85714286,19.9125
26/7/2015,71.625,30,16.8875
27/7/2015,69,29.625,11.3375
28/7/2015,61,29.5,11.5875
29/7/2015,68.125,28.5,10.875
30/7/2015,67.75,29,9.9625
31/7/2015,71,29,4.175
1/8/2015,71.75,28.25,0.925
2/8/2015,69.5,29.625,2.55
3/8/2015,58.625,31.5,5.325
4/8/2015,77.78571429,29.42857143,4.771428571
5/8/2015,79.65625,29.59375,8.221875
6/8/2015,79.125,29.5,3.025
7/8/2015,83,29.25,2.3125
8/8/2015,84.875,28.875,1.625
9/8/2015,90.125,27.375,3.0125
10/8/2015,77,30.375,0
11/8/2015,86.625,28.375,0.4625
12/8/2015,74.25,30.75,0
13/8/2015,69.5,32,0.4625
14/8/2015,72.625,30.875,3.475
15/8/2015,85.5,28.5,0
16/8/2015,82.625,28.625,1.85
17/8/2015,72.625,30.75,0.7
18/8/2015,72.875,29.125,4.875
19/8/2015,61.25,31.25,33.325
20/8/2015,58.625,30.75,14.6
21/8/2015,72,29.375,8.575
22/8/2015,65.375,30.25,5.8
23/8/2015,69.375,29.875,5.5625
24/8/2015,65.625,30.75,7.1875
25/8/2015,57.28571429,32,10.07142857
26/8/2015,61,32,4.8625
27/8/2015,61,32.5,5.325
28/8/2015,63.5,32,2.3125
29/8/2015,58,32.25,5.8125
30/8/2015,56.5,32.625,9.275
31/8/2015,54.42857143,31.85714286,13.48571429
1/9/2015,47.625,32.125,15.275
2/9/2015,45.625,31.875,12.7375
3/9/2015,49.125,31.625,10.1875
4/9/2015,42.625,32,11.35
5/9/2015,47.25,30.875,7.6375
6/9/2015,41.8,31.25,7.6375
7/9/2015,46.375,31.5,9.4875
8/9/2015,47,31.625,11.8125
9/9/2015,47.875,31,10.1875
10/9/2015,46.5,31.25,8.575
11/9/2015,49.75,30.75,6.0125
12/9/2015,54.42857143,32.14285714,3.171428571
13/9/2015,55.25,32.125,1.3875
14/9/2015,54.375,31.875,2.55
15/9/2015,55,33,0.4625
16/9/2015,55,32.375,1.4
17/9/2015,58.375,31.375,1.1625
18/9/2015,67.625,31,7.4125
19/9/2015,74.25,30.625,2.0875
20/9/2015,69.14285714,29.14285714,5.557142857
21/9/2015,64.5,30.125,5.8
22/9/2015,64.375,30.25,10.1875
23/9/2015,61.25,28.625,13.675
24/9/2015,52.375,28.25,11.575
25/9/2015,49.375,28.5,8.575
26/9/2015,53.5,29.25,6.25
27/9/2015,58.14285714,28.71428571,2.914285714
28/9/2015,58.5,28.25,3.9375
29/9/2015,54.57142857,29,9.528571429
30/9/2015,46.875,29,8.3375
1/10/2015,51.25,28.125,5.575
2/10/2015,53.71428571,28.28571429,14.5875
3/10/2015,52.33333333,30,18.78571429
4/10/2015,54.375,29,3.025
5/10/2015,59.375,28.875,1.3875
6/10/2015,61.125,28.375,4.6375
7/10/2015,65.75,28.625,6.475
8/10/2015,65.125,28.375,4.4125
9/10/2015,59.75,28.5,6.025
10/10/2015,54.625,28.5,6.7125
11/10/2015,51.57142857,28.57142857,6.885714286
12/10/2015,54.125,29.25,3.25
13/10/2015,62.875,29.5,3.725
14/10/2015,63.625,28.125,4.875
15/10/2015,66,27.5,0.4625
16/10/2015,62.625,27.875,0.925
17/10/2015,63.75,28,3.7125
18/10/2015,71.71428571,26.85714286,11.1125
19/10/2015,66.28571429,28.14285714,3.457142857
20/10/2015,64.85714286,27.71428571,2.914285714
21/10/2015,62.125,26.5,2.0875
22/10/2015,56,24.75,4.4
23/10/2015,51.625,24,4.8625
24/10/2015,53.25,24.875,1.4
25/10/2015,47.125,26.375,5.575
26/10/2015,52.125,25.625,5.575
27/10/2015,54.25,24.75,3.475
28/10/2015,57.25,20.875,7.875
29/10/2015,63.5,22.125,1.85
30/10/2015,67.25,22.375,1.625
31/10/2015,69.375,22.375,1.1625
1/11/2015,70.5,22.875,0.925
2/11/2015,71.375,23.375,0.4625
3/11/2015,67.875,24,0.475
4/11/2015,69,23.75,0.925
5/11/2015,75.25,22.125,5.1
6/11/2015,74.375,22.875,2.325
7/11/2015,74.875,21.875,1.1625
8/11/2015,70.25,21.875,1.8625
9/11/2015,73.625,21.75,0.7
10/11/2015,72.625,22.75,0.7
11/11/2015,59.5,21.875,4.6375
12/11/2015,60.5,21.875,5.7875
13/11/2015,59.375,22.375,5.325
14/11/2015,59.625,22.375,3.475
15/11/2015,62,22.5,0
16/11/2015,50.375,21.875,2.7875
17/11/2015,48.375,19.875,5.1
18/11/2015,57.625,18.5,4.4
19/11/2015,64.75,18.5,0.925
20/11/2015,66,18.5,0.4625
21/11/2015,67.625,18.75,1.3875
22/11/2015,64.875,18.625,0.4625
23/11/2015,73.5,17,0
24/11/2015,63,18.5,1.625
25/11/2015,56.375,19.375,5.7875
26/11/2015,59.5,20,0.925
27/11/2015,66.25,18.5,2.55
28/11/2015,82.125,18.75,1.1625
29/11/2015,81.25,18.125,1.1625
30/11/2015,82.375,19.5,0.925
1/12/2015,78.75,19.25,1.625
2/12/2015,72.125,18.125,2.0875
3/12/2015,70.25,17.625,7.1875
4/12/2015,67.5,17.625,4.6375
5/12/2015,72.375,17.5,0.925
6/12/2015,75.875,17.125,1.4
7/12/2015,76.875,17.625,2.3125
8/12/2015,71.28571429,18.42857143,1.057142857
9/12/2015,78.125,18.375,3.475
10/12/2015,77.25,19,2.0875
11/12/2015,77.875,17.25,5.1
12/12/2015,91,13.25,4.4
13/12/2015,67,12.875,3.475
14/12/2015,63.625,13.25,7.4
15/12/2015,63.875,13.125,5.325
16/12/2015,65.5,13,1.1625
17/12/2015,73.625,12.25,0.925
18/12/2015,71.25,12.875,4.4
19/12/2015,71.875,12.375,3.4875
20/12/2015,70.25,11.75,1.1625
21/12/2015,74.75,12.625,1.3875
22/12/2015,79.875,12,0.7
23/12/2015,81.375,12.5,3.4875
24/12/2015,68.625,11.25,6.025
25/12/2015,66.125,11.5,5.5625
26/12/2015,64.5,12.75,6.4875
27/12/2015,63.25,15.375,7.8875
28/12/2015,58.125,17.125,10.8875
29/12/2015,65,16.375,7.4125
30/12/2015,71.75,15.5,2.1
31/12/2015,71.375,15,2.0875
1/1/2016,72.28571429,14.71428571,1.057142857
2/1/2016,75.875,14,2.0875
3/1/2016,74.75,14.375,5.1125
4/1/2016,77.125,15.75,0
5/1/2016,88.83333333,15.83333333,0.616666667
6/1/2016,81.625,17.375,2.3125
7/1/2016,87,17.125,0
8/1/2016,83.25,15.5,7.8875
9/1/2016,65.14285714,15.85714286,8.471428571
10/1/2016,74.375,15.625,2.775
11/1/2016,74.875,15.75,1.625
12/1/2016,69.6875,18,6.03125
13/1/2016,75.8,18.26666667,5.08
14/1/2016,80.4375,15.5625,4.3
15/1/2016,84.1875,13,10.775
16/1/2016,80.06666667,13.6,11.24
17/1/2016,77.66666667,14,2.106666667
18/1/2016,80.46666667,13.26666667,1.48
19/1/2016,88.57142857,12.35714286,4.65
20/1/2016,84.2,12.06666667,6.193333333
21/1/2016,73.1875,12.1875,7.8875
22/1/2016,83.4,11.73333333,3.586666667
23/1/2016,75.875,14.4375,3.25
24/1/2016,86.25,11.1875,6.625
25/1/2016,75.4,11.66666667,4.58
26/1/2016,79.6875,14.5625,2.55
27/1/2016,69.16666667,17.58333333,4.025
28/1/2016,69.35714286,16.85714286,5.028571429
29/1/2016,70.625,19.5625,2.54375
30/1/2016,78.5,20.14285714,1.2
31/1/2016,78.25,17.375,7.7625
1/2/2016,65.76923077,15.84615385,7.269230769
2/2/2016,55.86666667,15.26666667,8.893333333
3/2/2016,66.5,13.125,7.622222222
4/2/2016,53,16.36363636,6.941666667
5/2/2016,70.66666667,12.66666667,2.166666667
6/2/2016,69.5,15.33333333,3.7
7/2/2016,77,15.625,2.7875
8/2/2016,67.18181818,17.09090909,5.9
9/2/2016,67.46153846,17.76923077,5.846153846
10/2/2016,64.86666667,18.13333333,2.1
11/2/2016,54.75,19.6875,6.03125
12/2/2016,57.86666667,19.2,0.746666667
13/2/2016,62.13333333,17.06666667,5.806666667
14/2/2016,61.92857143,17.64285714,8.071428571
15/2/2016,59.53333333,17.6,5.94
16/2/2016,56.14285714,18.21428571,5.435714286
17/2/2016,59.28571429,18.71428571,3.707142857
18/2/2016,76,19.46666667,5.186666667
19/2/2016,70.23076923,23.15384615,4.146153846
20/2/2016,73.125,23.625,11.11875
21/2/2016,61.125,21,17.1375
22/2/2016,51.42857143,21,15.20714286
23/2/2016,50.64285714,21.42857143,9.785714286
24/2/2016,58.0625,21.6875,2.44375
25/2/2016,57.5,22.5625,5.3375
26/2/2016,55.6,22.8,2.48
27/2/2016,59,22.8,3.333333333
28/2/2016,63.0625,23,3.7125
29/2/2016,63.9375,23.875,3.7125
1/3/2016,57.41666667,24.91666667,1.7
2/3/2016,57.06666667,24.93333333,1.733333333
3/3/2016,55.61538462,26,4.292307692
4/3/2016,44.25,27.3125,6.14375
5/3/2016,57.13333333,23.93333333,11
6/3/2016,66.5625,22.8125,5.21875
7/3/2016,64.14285714,23.71428571,5.171428571
8/3/2016,60.21428571,23.42857143,6.742857143
9/3/2016,57.5625,24,9.375
10/3/2016,57.4375,25.5625,7.98125
11/3/2016,67.8,25.06666667,6.546666667
12/3/2016,66.9375,24.5625,9.4875
13/3/2016,65.1875,24.25,6.84375
14/3/2016,66,22.375,6.275
15/3/2016,58.93333333,24.06666667,8.646666667
16/3/2016,53.75,23.9375,10.88125
17/3/2016,50.3125,26.3125,6.84375
18/3/2016,61.25,26.1875,6.7125
19/3/2016,61.85714286,26.78571429,3.578571429
20/3/2016,58.73333333,27.13333333,2.846666667
21/3/2016,43.375,26.625,12.2625
22/3/2016,37.875,25.0625,22.1
23/3/2016,43.26666667,26.2,10.64166667
24/3/2016,46.86666667,28.13333333,3.213333333
25/3/2016,50.1875,29.875,3.36875
26/3/2016,62.66666667,24.66666667,9.393333333
27/3/2016,53.6875,26.25,9.15625
28/3/2016,52.8,25.93333333,6.546666667
29/3/2016,47.75,27.125,7.29375
30/3/2016,39.78571429,29.57142857,7.021428571
31/3/2016,39.73333333,30,4.333333333
1/4/2016,38.21428571,30.57142857,12.03571429
2/4/2016,38.5625,32.3125,5.4625
3/4/2016,44.25,33.3125,2.55
4/4/2016,33.125,32.8125,8
5/4/2016,29.3125,32.3125,9.26875
6/4/2016,33.125,31.375,3.475
7/4/2016,37,29.93333333,10.85
8/4/2016,36,29.26666667,4.686666667
9/4/2016,32.46666667,30.73333333,12.61875
10/4/2016,29,32.25,5.225
11/4/2016,35,29.8,16.04
12/4/2016,36.2,30.2,19.38
13/4/2016,28.0625,31.75,18.64375
14/4/2016,23.875,33.125,10.425
15/4/2016,25.375,33.625,9.8375
16/4/2016,23.6875,35.6875,11.1125
17/4/2016,23.86666667,34.66666667,9.386666667
18/4/2016,30.125,34.625,7.175
19/4/2016,33.6,34,4.566666667
20/4/2016,25.9375,34.0625,14.01875
21/4/2016,24.66666667,34,15.75
22/4/2016,24.25,33.25,8.35
23/4/2016,21.81818182,31.91666667,19.65384615
24/4/2016,22.125,31.3125,10.1875
25/4/2016,22.8125,31.75,6.95
26/4/2016,25.1875,33.4375,3.83125
27/4/2016,29.0625,33.125,4.98125
28/4/2016,21.76923077,34.15384615,11.82307692
29/4/2016,23.28571429,34.07142857,9.123076923
30/4/2016,25.5625,33.0625,5.2125
1/5/2016,23.375,34.6875,8.575
2/5/2016,18.46666667,38,9.513333333
3/5/2016,30.375,35.5,6.49375
4/5/2016,31.85714286,33.71428571,10.46428571
5/5/2016,42,30.6,11.24666667
6/5/2016,37.4375,31.4375,8.225
7/5/2016,37.1875,33.3125,4.65
8/5/2016,36.33333333,35.13333333,7.293333333
9/5/2016,40.6,33.53333333,18.425
10/5/2016,39.75,34,10.55625
11/5/2016,49.9375,32.5,7.775
12/5/2016,40,35.375,5.1
13/5/2016,28.11764706,37.29411765,8.070588235
14/5/2016,31.875,36.5625,4.16875
15/5/2016,29.5,37.25,4.75
16/5/2016,23.5,37.21428571,9.02
17/5/2016,25.8125,37.5,9.6125
18/5/2016,27.625,37.75,8.45
19/5/2016,40.5,37.375,9.3875
20/5/2016,44.2,37.4,8.413333333
21/5/2016,45.4,36.13333333,10.87333333
22/5/2016,44.8,36.8,6.553333333
23/5/2016,47.92857143,32.21428571,14.95
24/5/2016,53.52631579,31.52631579,8.494736842
25/5/2016,46.60869565,33.2173913,10.16086957
26/5/2016,44.57692308,35.26923077,15.17692308
27/5/2016,26.09090909,38.27272727,15.31818182
28/5/2016,37.25,36.0625,14.40555556
29/5/2016,57.0625,31.5,11.68125
30/5/2016,74.8125,26.8125,9.4875
31/5/2016,51.21428571,32.64285714,7.407142857
1/6/2016,42.2,36,9.133333333
2/6/2016,35.3125,37.5625,11.93125
3/6/2016,40.6875,37.5625,2.78125
4/6/2016,42.06666667,38.2,3.206666667
5/6/2016,51.75,36.16666667,8.5
6/6/2016,45.71428571,35.42857143,11
7/6/2016,59.1875,34.625,21.30625
8/6/2016,44.64285714,36.07142857,8.485714286
9/6/2016,43.73333333,35.73333333,9.26
10/6/2016,41.86666667,36.13333333,10.08125
11/6/2016,49.9375,33.4375,8.8125
12/6/2016,37.125,35.5,9.1625
13/6/2016,43.3125,36,12.85
14/6/2016,55.125,32.625,11.86
15/6/2016,48.86666667,34.73333333,10.51333333
16/6/2016,51.28571429,33.5,11.39285714
17/6/2016,52.25,34.1875,7.425
18/6/2016,50.57142857,35.85714286,10.85714286
19/6/2016,53.25,35.625,9.3875
20/6/2016,73.9375,30.9375,7.64375
21/6/2016,62.1875,32.875,8.91875
22/6/2016,60.8125,33.125,7.41875
23/6/2016,51.61538462,33.84615385,5.875
24/6/2016,46.5625,36.4375,7.7625
25/6/2016,55.92857143,35.42857143,9.664285714
26/6/2016,57.46666667,34.86666667,7.66
27/6/2016,61.25,34.3125,7.99375
28/6/2016,75.07142857,30.78571429,5.435714286
29/6/2016,58.875,35.375,8.45
30/6/2016,60.2,35.46666667,6.793333333
1/7/2016,73.4,32.125,8.35
2/7/2016,80,28.4,5.23125
3/7/2016,78.125,29.5625,1.96875
4/7/2016,76.3125,30.6875,3.48125
5/7/2016,68.6875,33.25,5.3375
6/7/2016,64.06666667,33.26666667,8.878571429
7/7/2016,63,33.5,5.91875
8/7/2016,75.86666667,30.8,5.433333333
9/7/2016,66.0625,33.25,6.73125
10/7/2016,65.6875,32.5625,4.7
11/7/2016,71.9375,31.5,8.046666667
12/7/2016,80.1875,30.5,5.5625
13/7/2016,76.3125,31.25,6.806666667
14/7/2016,80.4375,30.4375,5.21875
15/7/2016,78.0625,31,7.271428571
16/7/2016,93.875,27.125,4.371428571
17/7/2016,86.5625,28.125,6.6
18/7/2016,91.26666667,27.66666667,7.653333333
19/7/2016,69.125,32.3125,13.65625
20/7/2016,59.5625,34.1875,12.9625
21/7/2016,56.86666667,34.13333333,11.48
22/7/2016,56.125,34.125,8.6875
23/7/2016,66,31.875,7.76875
24/7/2016,72.25,31.4375,2.43125
25/7/2016,69.125,31.9375,2.9125
26/7/2016,82,30.3125,6.485714286
27/7/2016,88.25,28.3125,4.29375
28/7/2016,81.33333333,29.53333333,5.186666667
29/7/2016,92.4375,27.375,2.43125
30/7/2016,92.26666667,27.33333333,1.86
31/7/2016,83.13333333,29.26666667,4.7
1/8/2016,84.25,29.125,5.9125
2/8/2016,72.125,30.6875,6.375
3/8/2016,63.5625,32.5625,5.45
4/8/2016,63.88888889,33.11111111,7.927777778
5/8/2016,61.66666667,33.8,4.32
6/8/2016,76,30.06666667,6.926666667
7/8/2016,65.17647059,33.11764706,7.852941176
8/8/2016,62.38095238,33.80952381,9.440909091
9/8/2016,71.65384615,31.61538462,9.55
10/8/2016,71.25925926,32,10.15925926
11/8/2016,89.46428571,28.10714286,7.821428571
12/8/2016,85,29.03571429,3.848148148
13/8/2016,77.07142857,30.32142857,3.22962963
14/8/2016,83.7,28.93333333,6.37
15/8/2016,67.64285714,31.67857143,12.725
16/8/2016,66.41666667,31.33333333,14.66666667
17/8/2016,72.5,29.92857143,6.325
18/8/2016,79.81481481,29.88888889,1.722222222
19/8/2016,68.28571429,32.07142857,1.917857143
20/8/2016,66.48148148,33.18518519,10.36666667
21/8/2016,68.07407407,31.59259259,10.02222222
22/8/2016,65.55555556,32.18518519,8.237037037
23/8/2016,70.08,31.48,6.084
24/8/2016,79.28571429,30.17857143,8.419230769
25/8/2016,72.44,31.52,6.276923077
26/8/2016,73.81481481,31.22222222,4.392592593
27/8/2016,70.28571429,31.78571429,7.15
28/8/2016,66.24,33.4,7.272
29/8/2016,82.32142857,29.57142857,5.825
30/8/2016,76.8,30.04,8.903846154
31/8/2016,89.55555556,27.25925926,6.72962963
1/9/2016,87.24,27.96,4.148
2/9/2016,71.73913043,30.73913043,13.20434783
3/9/2016,62.68421053,30.89473684,13.26315789
4/9/2016,59.30769231,31.69230769,11.12307692
5/9/2016,60.30769231,31.07692308,13.96153846
6/9/2016,55,30.375,13.4375
7/9/2016,57.7,31.1,9.1
8/9/2016,58,31.91666667,10.80833333
9/9/2016,56.66666667,30.55555556,11.52222222
10/9/2016,58.23076923,31.23076923,11.96923077
11/9/2016,56.4,31,8.15
12/9/2016,55.5,31.64285714,10.85
13/9/2016,57.06666667,32.53333333,8.526666667
14/9/2016,70.35714286,30.85714286,4.235714286
15/9/2016,59.63636364,31.72727273,11.9
16/9/2016,58,31.4,3.52
17/9/2016,58,32.30769231,2.707692308
18/9/2016,58.83333333,32.25,17.90833333
19/9/2016,59.45833333,32.375,2.0875
20/9/2016,54.07407407,33.44444444,2.569230769
21/9/2016,58.96,33.36,6.092
22/9/2016,67.62962963,30.03703704,8.107407407
23/9/2016,66.10714286,31,3.571428571
24/9/2016,66.48,31.24,5.496153846
25/9/2016,62.30434783,31.13043478,3.147826087
26/9/2016,60.88,31.48,2.986956522
27/9/2016,57.81481481,32.18518519,1.780769231
28/9/2016,55.28,32.44,2.52
29/9/2016,61.31818182,32.22727273,3.963636364
30/9/2016,59.35714286,32.21428571,2.582142857
1/10/2016,61.91666667,32.54166667,3.170833333
2/10/2016,61.81481481,32.81481481,4.122222222
3/10/2016,59.57692308,33.26923077,3.992592593
4/10/2016,69.81481481,30.55555556,5.77037037
5/10/2016,71.875,28.83333333,3.325
